City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
462,Ngunguru,NZ,-35.6167,174.5,65.44,92,100,27.72,moderate rain
463,Komsomolskiy,UZ,40.4272,71.7189,66.92,37,10,6.91,clear sky
464,Nukus,UZ,42.4531,59.6103,55.38,71,0,4.61,clear sky
465,Saint-Pierre,RE,-21.3393,55.4781,76.68,88,75,11.5,broken clouds
466,Bac Lieu,VN,9.285,105.7244,82.78,75,48,11.88,scattered clouds
467,Albanel,CA,48.8832,-72.4487,41.14,65,100,23.02,overcast clouds
468,Kimbe,PG,-5.5502,150.1429,75.69,93,100,2.21,light rain
469,Mangaluru,IN,12.8667,74.8833,79.66,73,20,5.75,few clouds
470,Puerto Baquerizo Moreno,EC,-0.9,-89.6,79.79,78,75,17.27,broken clouds
471,Dapaong,TG,10.8639,0.205,96.71,22,72,1.05,broken clouds
472,Nelson Bay,AU,-32.7167,152.15,63.0,94,23,6.71,few clouds
473,Dubbo,AU,-32.25,148.6167,51.93,87,58,8.05,broken clouds
474,Saint-Georges,GD,12.0564,-61.7485,83.88,70,20,25.32,few clouds
475,Sao Filipe,CV,14.8961,-24.4956,71.92,76,0,13.15,clear sky
476,Kitui,KE,-1.367,38.0106,67.33,85,100,4.88,overcast clouds
477,Nador,MA,35.174,-2.9287,75.27,60,0,3.44,clear sky
478,Vardo,NO,70.3705,31.1107,35.58,93,75,9.22,light intensity drizzle
479,Rapid Valley,US,44.0625,-103.1463,51.76,41,0,34.52,clear sky
480,Port Moresby,PG,-9.4431,147.1797,74.62,100,40,5.75,scattered clouds
481,Middleton,GB,53.55,-2.2,62.44,55,100,11.18,overcast clouds
482,Lubao,PH,14.9167,120.55,78.87,78,19,4.5,few clouds
483,Toora-Khem,RU,52.4675,96.11,36.23,91,8,2.66,clear sky
484,Ellisras,ZA,-23.6649,27.7443,62.46,85,99,7.25,overcast clouds
485,Quelimane,MZ,-17.8786,36.8883,76.08,80,66,4.76,broken clouds
486,Nandyal,IN,15.4833,78.4833,88.09,42,100,6.87,overcast clouds
487,Veraval,IN,20.9,70.3667,80.33,70,0,10.69,clear sky
488,Boralday,KZ,43.3578,76.8594,57.06,41,40,6.71,scattered clouds
489,Moranbah,AU,-22.0016,148.0466,61.99,93,0,8.5,clear sky
490,Cairns,AU,-16.9167,145.7667,75.15,89,40,6.91,scattered clouds
491,Coaticook,CA,45.1334,-71.7991,38.97,67,100,15.88,overcast clouds
492,Ust-Koksa,RU,50.2696,85.6108,41.54,57,100,1.92,overcast clouds
493,Pinoma,PH,16.8767,121.7208,72.48,93,50,4.0,scattered clouds
494,Duki,PK,30.1541,68.5728,78.31,17,98,2.21,overcast clouds
495,Pirenopolis,BR,-15.8525,-48.9592,86.49,40,100,5.01,overcast clouds
496,Kloulklubed,PW,7.0419,134.2556,73.9,72,94,1.12,overcast clouds
497,Shache,CN,38.4167,77.2406,58.71,17,100,5.57,overcast clouds
498,Noumea,NC,-22.2763,166.4572,75.99,99,6,5.3,clear sky
499,Horsham,GB,51.064,-0.3272,59.74,50,0,4.61,clear sky
500,Rio Grande,BR,-32.035,-52.0986,78.91,63,100,11.72,overcast clouds
501,Sayaxche,GT,16.5167,-90.1667,94.23,34,5,3.4,clear sky
502,Ahipara,NZ,-35.1667,173.1667,68.04,92,100,14.79,overcast clouds
503,Prince Rupert,CA,54.3161,-130.3201,44.69,57,0,6.91,clear sky
504,Dauriya,RU,49.9333,116.8667,37.62,42,100,8.21,overcast clouds
505,Iralaya,HN,15.0,-83.2333,84.13,60,5,9.93,clear sky
506,Kavaratti,IN,10.5669,72.642,84.2,72,13,4.68,few clouds
507,Maragogi,BR,-9.0122,-35.2225,82.15,76,48,8.7,scattered clouds
508,Herat,AF,34.5,62.0,55.42,68,100,16.84,overcast clouds
509,Sobolevo,RU,54.4299,31.8996,36.21,69,100,12.37,overcast clouds
510,Isla Mujeres,MX,21.2311,-86.731,86.16,66,1,10.18,clear sky
511,Mindelo,CV,16.8901,-24.9804,74.75,57,20,18.41,few clouds
512,Kanker,IN,20.2719,81.4931,79.97,36,4,7.14,clear sky
513,Ahlen,DE,51.7634,7.8887,57.22,62,0,9.95,clear sky
514,Bath,GB,51.3779,-2.3591,59.61,57,100,8.25,overcast clouds
515,Birnin Kebbi,NG,12.4539,4.1975,95.25,9,91,8.97,overcast clouds
516,Tieli,CN,46.95,128.05,32.76,60,5,3.49,clear sky
517,Kupang,ID,-10.1667,123.5833,78.66,82,100,5.26,overcast clouds
518,Pangody,RU,65.85,74.4859,13.69,93,100,9.4,overcast clouds
519,Quime,BO,-16.9833,-67.2167,62.13,50,55,5.84,broken clouds
520,Brae,GB,60.3964,-1.353,48.27,91,100,11.56,overcast clouds
521,Ilheus,BR,-14.7889,-39.0494,76.82,88,40,9.22,scattered clouds
522,Aswan,EG,24.0934,32.907,97.9,8,0,9.22,clear sky
523,Etchoropo,MX,26.7667,-109.6667,97.41,18,100,14.23,overcast clouds
524,Neverkino,RU,52.7854,46.7417,49.06,86,86,5.37,overcast clouds
525,Ler,SS,8.3018,30.1418,88.09,37,6,5.1,clear sky
526,Wagar,SD,16.1525,36.2032,96.4,16,13,7.38,few clouds
527,Meulaboh,ID,4.1363,96.1285,78.66,86,100,3.38,overcast clouds
528,Zyryanovsk,KZ,49.7386,84.2719,37.54,90,100,1.43,overcast clouds
529,Hamilton,US,39.1834,-84.5333,51.66,45,0,11.5,clear sky
530,Gualeguaychu,AR,-33.0094,-58.5172,69.89,66,94,6.78,overcast clouds
531,Verkhoyansk,RU,67.5447,133.385,-7.37,99,48,1.74,scattered clouds
532,Puerto Quijarro,BO,-17.7833,-57.7667,93.11,28,0,5.53,clear sky
533,San Jose,US,37.3394,-121.895,65.86,44,20,5.99,smoke
534,Chihuahua,MX,28.5,-106.0,81.12,6,13,8.25,few clouds
535,Treinta Y Tres,UY,-33.2333,-54.3833,71.6,48,100,9.44,light rain
536,Sabang,ID,5.8933,95.3214,83.01,72,83,4.61,broken clouds
537,Vanavara,RU,60.34,102.2797,38.52,86,46,12.59,scattered clouds
538,Zhuhai,CN,22.2769,113.5678,71.38,78,40,5.75,scattered clouds
539,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,21.79,80,0,4.47,clear sky
540,Deer Lake,CA,49.1667,-57.4316,48.06,76,100,8.05,overcast clouds
541,Port Augusta,AU,-32.5,137.7667,64.98,76,100,18.41,overcast clouds
542,Wajir,KE,1.7471,40.0573,89.56,51,0,0.0,clear sky
543,Dores Do Indaia,BR,-19.4633,-45.6017,78.89,47,74,3.53,broken clouds
544,Lasa,IT,46.6166,10.7002,54.48,84,37,5.82,scattered clouds
545,Zvenigorod,RU,55.7333,36.8475,41.32,77,27,7.74,scattered clouds
546,Novoorsk,RU,51.381,58.9813,48.85,59,71,4.34,broken clouds
547,Along,IN,28.1667,94.7667,63.05,95,100,1.97,overcast clouds
548,Maceio,BR,-9.6658,-35.7353,85.44,70,75,14.97,broken clouds
549,Soyo,AO,-6.1349,12.3689,78.76,91,39,7.47,scattered clouds
550,Grand Gaube,MU,-20.0064,57.6608,77.4,90,39,1.99,scattered clouds
551,Bilibino,RU,68.0546,166.4372,15.75,94,100,0.67,overcast clouds
552,Dzitbalche,MX,20.3167,-90.05,102.76,19,0,5.32,clear sky
553,Horasan,TR,40.0458,42.1728,36.73,63,63,1.95,broken clouds
554,Lorengau,PG,-2.0226,147.2712,81.27,81,41,7.31,light rain
555,Porangatu,BR,-13.4408,-49.1486,84.38,64,62,1.5,broken clouds
556,Sorong,ID,-0.8833,131.25,82.04,79,6,12.5,clear sky
557,Morehead,US,37.2711,-87.1764,52.99,47,100,6.91,overcast clouds
558,Pascagoula,US,30.3658,-88.5561,83.32,78,100,5.75,overcast clouds
559,Milkovo,RU,54.7167,158.6167,24.24,86,100,2.75,overcast clouds
560,Buraydah,SA,26.326,43.975,81.05,14,0,11.68,clear sky
561,Nasirabad,IN,26.3,74.7333,87.49,21,21,17.83,few clouds
562,Sungairaya,ID,0.7,108.9,78.19,90,98,6.35,overcast clouds
563,Sao Joao Da Barra,BR,-21.6403,-41.0511,80.69,67,8,15.84,clear sky
564,Brattleboro,US,42.8509,-72.5579,45.54,69,100,14.0,overcast clouds
565,Luanda,AO,-8.8368,13.2343,80.6,83,75,14.97,thunderstorm
566,Vasai,IN,19.47,72.8,84.29,68,0,2.66,clear sky
567,Oussouye,SN,12.485,-16.5469,82.58,62,12,15.57,few clouds
568,Hingatungan,PH,10.584,125.1852,79.07,85,100,8.99,overcast clouds
569,Price,US,39.5994,-110.8107,61.12,23,0,13.8,clear sky
570,Benguela,AO,-12.5763,13.4055,77.38,88,99,3.53,light rain
571,Isiro,CD,2.7739,27.616,69.84,85,73,2.98,broken clouds
572,Tabou,CI,4.423,-7.3528,77.04,84,100,2.08,overcast clouds
573,Flin Flon,CA,54.7682,-101.865,30.04,31,40,4.61,scattered clouds
574,Batsfjord,NO,70.6345,29.7185,38.98,93,100,27.63,light rain
575,Litovko,RU,49.2361,135.1742,30.52,97,100,3.02,overcast clouds
576,Maldonado,UY,-34.6667,-54.9167,70.99,60,100,8.12,overcast clouds
577,Winnemucca,US,40.973,-117.7357,55.45,33,0,4.61,clear sky
578,Vaitape,PF,-16.5167,-151.75,81.52,71,17,12.3,few clouds
579,Sawtell,AU,-30.3833,153.1,62.62,94,100,3.44,overcast clouds
580,Le Port,RE,-20.9373,55.2919,77.0,87,7,3.83,clear sky
581,Dali,CN,25.7,100.1833,56.01,64,100,4.59,overcast clouds
582,Baie-Comeau,CA,49.2168,-68.1489,37.08,75,100,18.41,overcast clouds
583,Susangerd,IR,31.5608,48.1831,77.76,12,0,17.83,clear sky
584,Shingu,JP,33.7333,135.9833,57.74,90,98,7.54,overcast clouds
585,Owando,CG,-0.4819,15.8999,77.52,79,100,0.67,overcast clouds
586,Olinda,BR,-8.0089,-34.8553,85.73,66,20,10.36,few clouds
587,Psebay,RU,44.1234,40.8107,50.99,73,100,5.61,overcast clouds
588,Kailua,US,21.4022,-157.7394,78.78,73,20,10.36,few clouds
589,Nizwa,OM,22.9333,57.5333,85.48,23,5,2.86,clear sky
590,Ukiah,US,39.1502,-123.2078,65.44,60,0,0.0,clear sky
591,Bhuj,IN,23.2667,69.6667,77.9,80,13,12.62,few clouds
592,Sanchor,IN,24.7553,71.7722,83.41,50,6,14.85,clear sky
593,Lupiro,TZ,-8.3833,36.6667,71.22,96,100,1.39,light rain
594,Nouadhibou,MR,20.931,-17.0347,69.78,78,40,11.5,scattered clouds
595,Carutapera,BR,-1.195,-46.02,82.78,77,93,6.4,moderate rain
596,Bandar,ID,2.05,99.75,73.74,98,99,2.64,overcast clouds
597,Wellington,NZ,-41.2866,174.7756,46.06,87,87,3.44,overcast clouds
598,Soria,ES,41.6667,-2.6667,58.86,51,100,3.44,overcast clouds
599,Christchurch,NZ,-43.5333,172.6333,54.91,83,24,6.91,few clouds
600,Port-Cartier,CA,50.0334,-66.8654,37.74,82,100,7.34,overcast clouds
601,Ndele,CF,8.4109,20.6473,76.33,76,100,7.2,light rain
602,Lamar,US,33.6668,-95.5836,60.71,100,100,5.75,mist
603,Turbat,PK,26.0023,63.044,85.48,40,0,4.21,clear sky
604,Ibra,OM,22.6906,58.5334,83.01,32,5,4.43,clear sky
605,Guane,CU,22.2025,-84.0875,88.56,48,5,7.85,clear sky
606,Koungou,YT,-12.7336,45.2042,80.31,78,0,5.75,clear sky
607,Moron,AR,-34.6534,-58.6198,71.92,47,100,6.91,light rain
608,Susanville,US,40.4163,-120.653,56.91,20,89,10.0,overcast clouds
609,Jalu,LY,29.0331,21.5482,70.81,46,90,17.78,overcast clouds
610,Victoria,HK,22.2855,114.1577,72.18,79,100,5.99,overcast clouds
611,Khetia,IN,21.6667,74.5833,86.11,31,0,9.19,clear sky
612,Leninsk,RU,48.7119,45.1994,59.18,49,100,7.58,overcast clouds
613,Tocopilla,CL,-22.092,-70.1979,68.34,69,14,8.84,few clouds
614,Palana,RU,59.1167,159.9667,13.62,94,100,5.75,overcast clouds
615,Bahia Blanca,AR,-38.7196,-62.2724,71.78,39,15,2.68,few clouds
616,Villarrica,PY,-25.75,-56.4333,76.17,52,6,1.12,clear sky
617,Sechura,PE,-5.5569,-80.8222,79.97,55,5,14.61,clear sky
618,Adrar,MR,20.5022,-10.0711,86.49,10,7,10.27,clear sky
619,Green River,US,41.5286,-109.4662,46.98,39,94,14.0,overcast clouds
620,Myskhako,RU,44.6714,37.7433,51.58,61,100,4.14,overcast clouds
621,Dutlwe,BW,-23.9833,23.9,65.93,70,2,8.01,clear sky
622,Yarim,YE,14.298,44.3779,60.3,48,73,2.66,broken clouds
623,Skjervoy,NO,70.0311,20.9714,39.2,96,100,9.93,overcast clouds
624,Fethiye,TR,36.6217,29.1164,66.07,42,100,9.57,overcast clouds
625,La Tuque,CA,47.4334,-72.7824,37.65,87,99,9.22,overcast clouds
626,Panalingaan,PH,8.7842,117.4231,77.11,88,23,3.71,few clouds
627,Alghero,IT,40.5589,8.3181,57.29,47,0,5.75,clear sky
628,Hede,CN,33.7681,120.2517,50.56,46,100,6.02,overcast clouds
629,Surt,LY,31.2089,16.5887,62.02,80,0,14.07,clear sky
630,Logan Lake,CA,50.4998,-120.8025,38.23,63,69,6.26,broken clouds
631,Astana,KZ,51.1801,71.446,49.95,62,100,17.9,overcast clouds
632,Raga,SS,8.4596,25.678,87.13,35,11,4.59,few clouds
633,Ugoofaaru,MV,5.6667,73.0,84.42,74,100,10.85,overcast clouds
634,Kpandae,GH,8.4689,-0.0113,91.18,39,40,5.57,scattered clouds
635,Mbinga,TZ,-10.9333,35.0167,60.98,98,17,1.88,few clouds
636,Bucerias,MX,20.75,-105.3333,90.0,33,65,9.42,broken clouds
637,Tadine,NC,-21.55,167.8833,76.32,78,100,2.71,overcast clouds
638,Bida,NG,9.0833,6.0167,85.82,59,100,6.49,light rain
639,Talara,PE,-4.5772,-81.2719,84.96,48,0,17.27,clear sky
640,Wynyard,AU,-41.0,145.7167,57.45,92,100,4.27,light rain
641,Nehe,CN,48.4833,124.8333,34.29,27,7,5.14,clear sky
642,Amherst,US,41.3978,-82.2224,41.99,61,100,8.99,overcast clouds
643,Mugur-Aksy,RU,50.35,90.5,36.75,36,6,5.64,clear sky
644,Bajitpur,BD,24.2167,90.95,72.82,92,13,6.35,few clouds
645,Bardiyah,LY,31.7561,25.0865,62.92,75,0,18.57,clear sky
646,Togur,RU,58.3631,82.8265,34.41,84,99,9.57,overcast clouds
647,Sagua La Grande,CU,22.8067,-80.0756,85.19,51,16,12.91,moderate rain
648,Kununurra,AU,-15.7667,128.7333,75.18,94,26,4.61,scattered clouds
649,Kiunga,PG,-6.1219,141.2906,73.4,100,100,0.56,light rain
650,Henties Bay,NA,-22.116,14.2845,62.55,77,1,7.45,clear sky
651,Sistranda,NO,63.7256,8.834,49.96,76,18,2.55,few clouds
652,Daru,PG,-9.0763,143.2092,78.82,83,100,2.28,overcast clouds
653,Fuyu,CN,45.1833,124.8167,41.56,30,95,1.95,overcast clouds
654,Touros,BR,-5.1989,-35.4608,84.07,66,95,9.64,overcast clouds
655,Talcahuano,CL,-36.7167,-73.1167,57.34,82,98,8.99,overcast clouds
656,Pital,CO,2.2665,-75.8044,77.13,77,96,3.49,overcast clouds
657,Maine-Soroa,NE,13.2114,12.0241,91.47,11,91,8.55,overcast clouds
658,Bilaspur,IN,22.0833,82.15,83.26,14,1,3.85,clear sky
659,Gayeri,BF,12.6497,0.4931,91.08,11,100,10.54,overcast clouds
660,Aykhal,RU,66.0,111.5,29.89,96,100,19.26,light snow
661,Yaan,NG,7.3833,8.5667,86.85,60,80,13.22,broken clouds
662,Fare,PF,-16.7,-151.0167,80.78,74,3,12.73,light rain
663,Palu,ID,-0.8917,119.8707,76.03,93,81,2.57,broken clouds
664,Bargarh,IN,21.3333,83.6167,88.47,17,6,6.31,clear sky
665,Peace River,CA,56.2501,-117.286,35.91,64,75,11.5,light shower snow
666,San Vicente,AR,-26.6167,-54.1333,74.44,33,38,3.06,scattered clouds
667,Raahe,FI,64.6833,24.4833,39.29,97,100,4.47,overcast clouds
668,Devils Lake,US,48.1128,-98.8651,24.78,89,100,17.27,snow
669,Aquidauana,BR,-20.4711,-55.7872,85.6,29,5,5.08,clear sky
670,Mogadishu,SO,2.0371,45.3438,83.23,78,100,13.15,overcast clouds
671,Nuuk,GL,64.1835,-51.7216,29.01,80,100,12.66,overcast clouds
672,Chota,PE,-6.55,-78.65,69.33,55,37,7.61,scattered clouds
673,Vanimo,PG,-2.6741,141.3028,77.88,89,99,1.5,overcast clouds
674,Uribia,CO,11.7139,-72.266,93.31,39,100,23.62,overcast clouds
675,Obo,CF,5.3998,26.4869,77.95,54,77,5.12,broken clouds
676,Linkou,CN,45.3,130.2833,33.35,46,26,2.44,scattered clouds
677,Luan,CH,46.3592,6.9759,50.63,74,44,3.02,scattered clouds
678,Tateyama,JP,34.9833,139.8667,56.1,72,100,5.95,overcast clouds
679,Doha,QA,25.2867,51.5333,80.58,29,0,12.66,clear sky
680,Prado,BR,-17.3411,-39.2208,76.37,72,100,11.52,overcast clouds
681,Dobsina,SK,48.8207,20.3699,38.35,75,24,4.81,few clouds
682,Karratha,AU,-20.7377,116.8463,84.69,40,14,4.03,few clouds
683,Grenaa,DK,56.4158,10.8783,48.42,83,4,8.23,clear sky
684,Itoman,JP,26.1247,127.6694,65.17,72,0,0.0,clear sky
685,Gimli,CA,50.6336,-96.9907,23.02,68,100,2.3,overcast clouds
686,Balakhninskiy,RU,58.0106,114.2769,42.24,95,100,9.48,overcast clouds
687,Port Blair,IN,11.6667,92.75,78.84,94,20,2.3,mist
688,Cremona,IT,45.2333,9.9333,58.1,55,100,7.29,overcast clouds
689,Paamiut,GL,61.994,-49.6678,29.77,74,100,3.0,overcast clouds
690,Kieta,PG,-6.2167,155.6333,78.35,85,95,3.31,light rain
691,Hailar,CN,49.2,119.7,34.79,33,100,8.75,overcast clouds
692,Altay,CN,47.8667,88.1167,46.06,33,0,10.6,clear sky
693,Tucumcari,US,35.1717,-103.725,78.94,10,0,9.22,clear sky
694,Sumbuya,SL,7.6467,-11.9611,80.74,63,100,8.08,overcast clouds
695,Shubarshi,KZ,48.5872,57.1869,54.72,57,21,3.27,few clouds
696,Houma,US,29.5958,-90.7195,85.01,72,75,12.66,broken clouds
